p cnf 3000 10000
727 2192 664 0
2582 857 2851 0
-151 485 -1205 0
1910 -2416 -890 0
2809 -2985 2095 0
-1213 -1405 815 0
-762 2635 -188 0
-204 2346 -1639 0
-1816 66 -2786 0
1836 2383 916 0
-1965 1253 1043 0
355 2303 440 0
1185 1504 272 0
-1539 804 166 0
1965 -2101 1460 0
2717 -1023 2176 0
1233 2775 2458 0
-930 1406 -1367 0
1343 963 2931 0
829 -2143 -1928 0
-2776 1597 -1242 0
1123 1141 2932 0
608 -1483 -979 0
-691 1537 1698 0
1833 -458 -2583 0
305 1047 -893 0
121 -2853 -1816 0
551 -1484 1267 0
-2640 -1566 2314 0
-427 1432 693 0
210 207 1794 0
2655 -2938 -2946 0
-845 1432 828 0
2432 1677 2461 0
2784 1107 2918 0
-1698 1560 2880 0
757 -2689 1066 0
1856 2900 1350 0
-1681 1714 1960 0
190 379 1931 0
75 2930 795 0
-1310 1352 246 0
1321 1195 2859 0
1723 449 767 0
-2356 -957 2982 0
-1447 1148 317 0
-666 -1660 1485 0
356 1106 252 0
2200 -231 2976 0
96 -722 -1696 0
960 421 2905 0
1137 2444 191 0
1920 -2464 -122 0
1548 1030 1371 0
-874 -1166 793 0
2911 309 1425 0
-2781 -1187 1310 0
2373 2988 2802 0
1280 182 879 0
1044 329 85 0
-106 2487 1434 0
1275 864 628 0
-2873 1736 -1673 0
890 -238 -2772 0
2383 2057 846 0
-2685 -1367 2749 0
2179 2156 873 0
-1698 -478 289 0
2504 1394 2152 0
-1716 930 -2668 0
-1121 1216 545 0
-2027 2009 2646 0
2672 2178 -2571 0
-2421 111 1152 0
2224 -1979 76 0
2620 -2874 -2599 0
1816 -2156 -2715 0
-100 -1418 1835 0
-765 56 2618 0
358 2789 1163 0
445 935 2858 0
-528 739 -2977 0
-105 2023 2624 0
-2785 686 -2964 0
1370 813 2056 0
2093 -1683 -2143 0
-455 830 1084 0
-2765 1166 1519 0
2536 -1363 786 0
343 2381 330 0
951 -1308 294 0
1633 2114 1901 0
1624 -1571 -1106 0
40 1820 1265 0
2482 -404 1581 0
2281 -2313 -1215 0
446 1549 2049 0
2382 1700 1001 0
2546 -2615 958 0
-1689 630 863 0
1446 1496 108 0
92 2355 801 0
-1528 2827 1554 0
644 1848 2123 0
2450 -340 1129 0
1006 700 -640 0
-2668 2646 1848 0
670 -2297 -2832 0
242 -2164 93 0
-1674 349 2549 0
2443 -204 487 0
-292 -1933 372 0
-136 -582 2471 0
2845 1558 -1220 0
675 2277 1059 0
1818 2459 -1329 0
1797 223 1790 0
1139 -126 2049 0
2002 -1804 164 0
1101 2022 2137 0
2845 1954 968 0
-1205 -104 2974 0
-1340 2205 1207 0
-1249 -2038 38 0
-932 2471 695 0
-640 2667 1689 0
1579 1712 1208 0
1883 -1894 -2995 0
2299 114 -290 0
-1851 567 2573 0
1403 -1547 -1803 0
2897 17 45 0
2279 -1098 461 0
2942 878 -1642 0
1077 2828 1583 0
-2147 2581 -2261 0
385 995 1020 0
2730 -52 2736 0
1596 1522 1961 0
-1444 -2794 1696 0
2366 70 2426 0
2532 2968 2479 0
-14 -2153 1674 0
401 -555 -918 0
2230 -1127 1092 0
219 747 -435 0
925 -2533 -1396 0
2684 -14 -1641 0
-2009 637 1409 0
123 860 447 0
1182 1766 2316 0
1515 2505 1873 0
471 -1050 -1821 0
127 535 1835 0
2140 -2910 -1401 0
972 21 192 0
-2945 2707 -1582 0
501 -1365 1859 0
733 1697 1678 0
125 755 -1562 0
2963 -614 -2077 0
-2931 284 196 0
-2530 1476 2887 0
1732 219 -738 0
1195 1151 846 0
315 2792 2720 0
928 -2738 -2589 0
1347 -2138 -1756 0
374 2266 1034 0
2261 1099 2763 0
-1216 1168 -2512 0
931 -2983 1461 0
2435 -2354 -484 0
-1687 2113 769 0
2751 -925 1141 0
-937 2934 483 0
1237 -1327 -622 0
-318 1590 1295 0
1815 1224 -1731 0
732 765 230 0
-2510 1628 -1486 0
36 1780 -2209 0
50 312 2545 0
-2585 -1093 2653 0
-1556 1945 -491 0
245 -1141 2042 0
155 1747 2913 0
1189 -634 -750 0
916 1480 2575 0
-2542 244 2629 0
1268 1704 2773 0
338 -1276 -1855 0
-1698 571 1605 0
-2604 2521 -2845 0
1736 1219 2612 0
316 -2432 1628 0
1803 -1843 -2688 0
-2592 2755 -1557 0
2591 348 -2659 0
-1262 2065 -1648 0
1615 -1923 -1026 0
1078 2781 957 0
1365 704 1094 0
2146 2251 1789 0
597 1750 2693 0
1584 -386 -2801 0
1181 -1597 -248 0
-2988 770 2554 0
-445 467 760 0
-2161 920 1461 0
1449 2254 -1543 0
412 1998 141 0
-2257 1221 55 0
2889 -1481 -2395 0
298 2637 -1501 0
-1819 1441 1977 0
1506 851 2403 0
-2276 25 2137 0
-945 2853 1696 0
1539 834 441 0
2973 495 2410 0
-2597 -2637 1184 0
2249 2947 2003 0
2358 -2730 -2004 0
2119 -1047 -142 0
47 -2257 2935 0
199 2742 53 0
720 1724 -2809 0
-1094 1326 1954 0
-422 -1398 2954 0
1222 2837 1620 0
-1254 911 -1023 0
-975 2197 -923 0
1533 2533 1664 0
631 1816 213 0
2996 527 -1874 0
-120 1344 -2472 0
1393 984 2964 0
-1122 562 -686 0
2056 398 597 0
489 66 -1657 0
505 1906 1025 0
237 -611 -2081 0
-2164 1094 -217 0
-180 -2800 551 0
-600 -679 2180 0
1777 -408 466 0
219 1872 -1911 0
1683 887 540 0
1275 783 -114 0
-232 2786 57 0
270 948 1 0
2872 -177 2857 0
461 808 1341 0
-2672 -1071 991 0
1646 2018 1957 0
1325 -103 -2865 0
2509 -1171 2918 0
1821 217 1009 0
1469 -929 2024 0
972 -1745 1606 0
-1241 1927 527 0
905 2588 741 0
1907 2049 -2265 0
-537 2231 1022 0
-899 332 -2619 0
2885 2797 -1789 0
1577 746 2513 0
1588 2666 222 0
-2846 13 290 0
-1730 -2040 1860 0
586 2504 -1752 0
-327 2591 2558 0
2047 1676 2749 0
152 976 -657 0
103 1018 111 0
-2109 2377 -1580 0
607 1276 192 0
-812 -2767 334 0
-130 668 270 0
2949 2791 1131 0
1152 2716 -34 0
2641 -1334 1868 0
-754 -1979 2577 0
2069 -700 -1749 0
-2553 -2059 36 0
-1479 303 1506 0
-961 1956 2673 0
1176 446 172 0
1910 1849 675 0
421 608 423 0
-2921 878 -2484 0
2266 2618 833 0
991 2025 -1820 0
2978 -425 -238 0
1716 1353 238 0
491 390 641 0
123 2275 -280 0
1510 2330 -878 0
1830 -1105 -2084 0
-1359 547 772 0
636 -2223 2282 0
-2383 -1134 2724 0
-1906 1560 230 0
1140 876 -1194 0
160 803 2525 0
-297 2107 -2792 0
-1732 578 1201 0
-2406 353 1604 0
2619 359 48 0
1106 2252 -1745 0
223 -2650 -1139 0
-2287 2219 -1122 0
715 98 2823 0
2933 1473 2368 0
136 2759 1371 0
272 1756 -1736 0
-385 2241 -2428 0
1840 -545 2142 0
611 651 2080 0
2323 2240 2633 0
2854 2692 -1176 0
2506 -538 1901 0
-926 713 2483 0
2652 2661 2530 0
348 -2179 -1033 0
-554 -2603 2393 0
947 812 2254 0
1010 2843 -1090 0
-2783 1109 810 0
-57 -2974 2182 0
2140 1392 2499 0
205 -1205 -2161 0
1721 -1779 2033 0
2812 -2495 -979 0
2508 269 -2086 0
1936 -651 -1208 0
-1667 1909 -1447 0
876 -1285 -1144 0
785 552 -790 0
533 354 735 0
-791 -2601 568 0
1749 1398 -1336 0
-2712 -2049 1319 0
322 -1440 -885 0
1495 2465 2249 0
-172 221 -126 0
2827 -549 -2110 0
1589 -118 -1219 0
109 165 2058 0
1669 1539 735 0
1209 624 2764 0
1718 -2984 -283 0
1895 -1435 -2300 0
-2575 1838 2387 0
910 2355 2572 0
-2610 82 -195 0
177 746 -1065 0
510 1213 978 0
2388 99 1606 0
385 1345 2364 0
2357 1518 2609 0
762 -1696 -111 0
-2674 700 201 0
948 2464 882 0
1507 -1509 362 0
246 1747 994 0
2606 257 1789 0
1866 1550 1762 0
97 2036 69 0
536 -236 -678 0
668 2209 -1045 0
-178 -774 2327 0
1066 2893 -1485 0
2740 -2096 -541 0
2352 -1901 -2634 0
1614 1660 259 0
1565 -2000 2729 0
-305 -2896 1305 0
1323 1629 2559 0
211 2648 -2996 0
1765 -1503 -1606 0
2144 -2842 -256 0
1046 439 2461 0
-1626 1314 -2679 0
-577 -2695 899 0
1183 -665 -647 0
2858 150 -2853 0
1509 980 2032 0
1083 -1535 2318 0
1492 975 -1423 0
1264 -1198 1163 0
2692 872 -2891 0
405 2039 120 0
575 -1854 -1437 0
2745 1661 -1421 0
1763 67 -2917 0
-2206 -2510 1917 0
2610 1095 -70 0
823 2902 2099 0
2973 -655 2438 0
2712 -2030 -207 0
-753 770 -1971 0
-923 -2647 2842 0
-2332 772 -2313 0
659 -1833 -2939 0
284 -765 -2972 0
-982 1644 2584 0
2477 -191 659 0
-152 -200 1529 0
-2240 1139 2268 0
-163 1498 2173 0
1615 1964 1176 0
1032 -43 -2899 0
-400 -1307 1830 0
-1381 2694 -2784 0
1681 2851 2486 0
-918 134 -2619 0
-826 -1879 1733 0
2197 2923 256 0
940 -1977 1955 0
1772 822 1766 0
-2078 -2820 78 0
1162 888 -348 0
-37 2474 909 0
1383 -246 2949 0
2687 1631 1496 0
2373 -1467 -1165 0
1707 1679 -2828 0
1902 -2302 1302 0
2633 352 -2141 0
2522 -1460 1394 0
2529 -2019 1455 0
-916 59 2073 0
1827 -1791 -1831 0
219 -1700 -460 0
986 2876 2505 0
-1824 -2902 1642 0
-16 1131 -534 0
1219 1345 1065 0
1314 1763 343 0
207 -242 833 0
2547 17 -2832 0
-32 1386 2860 0
-1479 2452 1481 0
1648 -1095 2617 0
2502 -946 2986 0
-2865 1208 1080 0
-55 -1350 2399 0
614 1332 2306 0
-1955 1241 -1019 0
-24 -1358 503 0
-2803 504 2573 0
-1694 -2381 88 0
2195 2518 1710 0
2127 -1678 -2331 0
-1196 -827 542 0
-381 1572 2065 0
2502 1842 2656 0
2823 2092 1592 0
249 1087 -1148 0
1863 1552 -1588 0
-245 -786 2822 0
659 657 -966 0
668 17 572 0
2743 2105 746 0
1941 292 -875 0
575 1009 2040 0
1989 -1061 -936 0
1454 -663 -773 0
-2465 -1615 1215 0
2883 2927 2719 0
1451 -2806 348 0
-1115 144 -2021 0
2499 2525 492 0
2141 -1328 -1347 0
901 -1039 888 0
-2033 1612 -1046 0
-1812 1748 -1526 0
2370 2104 186 0
-288 -2720 976 0
49 739 -1158 0
1257 2591 2696 0
519 1423 -2954 0
2243 104 880 0
-2426 -1019 2526 0
1389 2104 1078 0
726 -355 -2864 0
1810 2662 16 0
-1996 135 910 0
-1071 -728 1852 0
1769 -661 1403 0
2089 1953 126 0
-2884 1341 797 0
1751 1245 1735 0
-1992 792 416 0
2236 267 639 0
-1487 1542 1393 0
1551 1122 454 0
130 2501 2828 0
1721 2635 -1695 0
1321 968 867 0
1860 -1485 -727 0
-539 328 2248 0
1087 -666 2888 0
2282 1786 2157 0
875 971 2905 0
341 623 131 0
1382 539 1157 0
-2345 -2728 2954 0
821 1965 946 0
80 2108 -1564 0
924 2718 700 0
481 -1921 -986 0
-123 2169 -273 0
-2683 -2863 504 0
562 -1678 162 0
1001 581 2570 0
1980 -93 -1847 0
2441 2018 1411 0
-1534 673 -2591 0
641 2284 -2054 0
825 1354 1922 0
-809 309 124 0
589 701 553 0
702 2274 1622 0
2242 2861 2558 0
575 997 1074 0
2007 -1391 804 0
-2470 2296 116 0
-2653 -1922 457 0
616 -1496 2160 0
1532 1306 -2309 0
1357 1743 -2303 0
-408 2497 -474 0
-642 2484 -2525 0
2182 2056 584 0
2887 2399 734 0
-224 -2285 1555 0
1679 -1272 -654 0
21 -2159 -978 0
541 1125 667 0
827 1329 751 0
2791 2333 546 0
2856 2446 1594 0
625 -616 2235 0
2716 768 1074 0
-9 2705 669 0
-2374 -1067 70 0
2047 395 -2215 0
442 -2887 368 0
-1468 352 -2192 0
157 -2867 308 0
-2702 -1645 1575 0
1185 -2954 2772 0
1434 -2533 -647 0
1744 2729 537 0
2812 -709 524 0
1985 367 2110 0
-2720 1526 1353 0
-2898 2454 2612 0
1194 2765 841 0
-630 -512 1974 0
2496 427 1631 0
1911 794 -545 0
1751 2892 1634 0
2766 2908 1595 0
-802 1329 2768 0
2759 2366 866 0
806 1269 198 0
1282 -2816 2173 0
1649 349 1403 0
-1503 -1345 404 0
-1814 2630 -1585 0
-1159 -169 2414 0
1555 -1390 2432 0
-2777 2662 822 0
2003 1674 1920 0
-349 -614 1002 0
744 257 1549 0
2843 -2111 1353 0
1804 2713 1043 0
1570 -78 -860 0
1720 2284 -336 0
2511 2686 1631 0
-2980 -1338 1858 0
2878 2481 2889 0
-2216 558 -1812 0
-2565 -81 453 0
915 1379 -2412 0
923 2422 2506 0
778 2754 1150 0
-183 1601 -903 0
1635 -2431 -2357 0
-2456 1366 2353 0
1581 -1196 191 0
-871 1836 -37 0
2521 1769 -1918 0
-413 -268 217 0
-2448 1573 1667 0
407 1352 2005 0
2665 -1995 -2443 0
-2341 1414 -962 0
941 2185 1877 0
2530 2089 1739 0
1433 2772 1025 0
-81 596 -2055 0
-728 -656 275 0
-594 1088 1213 0
-2990 -1476 611 0
2190 2636 -2917 0
1495 1988 1949 0
2162 2665 1886 0
1122 1146 -517 0
1394 480 -1100 0
2952 -1400 -2731 0
1396 1264 1628 0
2361 2247 2254 0
1514 1773 286 0
2504 -1474 -2336 0
-719 599 -2648 0
858 -1922 2716 0
1310 2816 888 0
-627 430 1032 0
-874 2251 1328 0
-730 -808 2175 0
780 2759 2551 0
982 1084 834 0
2847 723 926 0
-2567 2854 738 0
935 1019 869 0
-2070 -1284 519 0
1496 -1775 -2755 0
-2777 -1019 2912 0
2824 2326 2439 0
-2660 -606 1592 0
1635 2631 551 0
2179 555 2004 0
-2735 2804 169 0
-1361 -2877 1435 0
1468 -2926 -931 0
1319 -708 508 0
801 1205 1593 0
-133 2450 -1568 0
1271 854 40 0
357 984 2143 0
-2995 471 -1815 0
129 1963 2403 0
1840 -2752 469 0
-1283 2512 -2685 0
2462 -2257 -2256 0
2914 2429 1981 0
583 1678 135 0
2072 1674 2903 0
1865 -116 -2469 0
2483 -1328 857 0
2576 -2401 1592 0
-2699 293 1062 0
110 866 877 0
1074 2461 332 0
1310 1037 2804 0
1439 2168 2296 0
1687 2239 -1218 0
2248 1843 850 0
316 2864 1817 0
1642 1978 2092 0
1895 -882 2664 0
1172 2648 268 0
1041 1622 1667 0
2795 521 1457 0
1766 1803 633 0
-757 2688 1808 0
32 1010 2589 0
-1494 1175 1113 0
-699 1980 -2977 0
1584 259 1457 0
1907 322 845 0
2169 88 1527 0
117 778 2233 0
-2218 773 566 0
1793 1021 1212 0
-1407 2964 -1704 0
782 1767 2949 0
2394 -1605 -912 0
-433 2976 1779 0
-1960 2815 -2915 0
2617 -566 -1138 0
2773 -1753 1593 0
-1403 1462 -2049 0
-541 2624 -1136 0
2179 197 -651 0
1849 2543 -252 0
2282 390 2891 0
458 1876 -2320 0
-2020 1166 479 0
-283 -2812 590 0
2290 -1202 296 0
2295 1545 2040 0
559 2887 290 0
1181 96 2615 0
-919 2068 1011 0
2435 1288 -151 0
925 2831 2307 0
1830 2883 1860 0
-11 235 -1365 0
2466 -2099 2326 0
-964 1470 973 0
559 -173 511 0
2349 1588 1852 0
-2482 356 1981 0
1818 1141 819 0
913 -2738 1814 0
2481 2446 2834 0
638 -613 -2838 0
929 2554 505 0
-1622 1237 -2535 0
1976 2271 1437 0
-1445 1949 -1664 0
1186 -2129 1202 0
2597 1298 2319 0
117 2156 -1943 0
897 2166 2855 0
256 1726 -1257 0
1144 2806 -940 0
930 -26 -2221 0
2615 2331 1293 0
-2840 494 -1587 0
1683 902 1744 0
-2897 1822 615 0
-2612 -2250 581 0
-1863 -1216 2213 0
599 -2285 -289 0
2047 2235 1309 0
-920 -1671 504 0
-2015 2148 2535 0
1192 2151 2361 0
730 -2434 1244 0
-1034 1018 -1803 0
915 2882 1550 0
2253 -2500 -281 0
2038 2685 1807 0
-2218 -1014 2572 0
2651 1894 173 0
1063 2220 -58 0
1987 1183 1990 0
-680 2070 -81 0
740 1995 -1101 0
1799 1883 -672 0
2921 -1731 2725 0
-2795 1296 -299 0
307 -2251 -2797 0
-262 2001 -1237 0
1296 1572 -1460 0
2858 8 2599 0
281 3000 1460 0
2832 503 573 0
-1510 2752 2083 0
-2478 1837 2742 0
548 -707 871 0
1984 -236 -730 0
2732 2405 453 0
-46 -1782 1170 0
2266 1764 2474 0
-2346 444 -2898 0
2424 -2186 -484 0
-2615 1209 965 0
1808 1986 188 0
2841 669 -2933 0
442 924 897 0
-1689 1825 1285 0
2123 2152 1554 0
1042 -522 -1725 0
1624 -97 -1020 0
2815 1651 2941 0
1442 -1696 546 0
-1034 1022 -430 0
1627 1696 2128 0
1066 1871 2708 0
-1120 1791 1449 0
2634 84 1902 0
886 1165 839 0
1017 -351 -1220 0
2140 -1464 -692 0
-1751 2129 -964 0
898 2211 -178 0
1637 2895 -419 0
-786 1806 -279 0
954 -549 2105 0
1882 -2767 423 0
385 1946 1029 0
797 1381 2674 0
-2786 322 1481 0
-1678 -2778 2742 0
616 844 1918 0
2448 -1371 528 0
525 2101 -2974 0
-1756 -624 2347 0
-1101 1401 -1192 0
1848 -1495 -1087 0
-688 2494 -199 0
412 1056 -1740 0
2055 -2849 1588 0
-2446 -813 1452 0
1218 -374 922 0
2242 -2531 -2906 0
2571 279 324 0
2137 -2964 1441 0
364 516 991 0
570 250 2009 0
1030 -754 2352 0
2263 1717 -1391 0
1943 -1918 1197 0
-1800 575 864 0
2251 -1128 1117 0
2551 537 2114 0
2429 2038 761 0
2431 -1407 418 0
-2505 -1558 2463 0
1921 -2090 2766 0
2786 958 2844 0
2847 -2410 -1629 0
1970 2912 -163 0
23 -733 2851 0
-1445 319 -2282 0
2239 2385 797 0
2085 1086 -2151 0
2631 522 694 0
1937 -1066 -355 0
2412 2899 898 0
2015 1760 2749 0
1194 1436 1312 0
-548 202 2678 0
783 -2890 2696 0
2072 863 1624 0
2451 -2958 1666 0
1721 2976 1547 0
-1801 2700 -771 0
2455 414 741 0
1246 636 2552 0
1827 2833 534 0
-928 63 -2222 0
-1709 -2209 2881 0
2988 2311 2231 0
1689 -1360 -2595 0
-1038 2981 1634 0
2419 1163 1842 0
-2936 -1780 2074 0
-1541 470 1452 0
1655 1546 1581 0
595 507 2976 0
1718 1758 538 0
949 407 1412 0
-2650 -1787 1285 0
1855 2240 1018 0
-62 2043 591 0
258 -502 -313 0
2949 -1237 2331 0
-2778 687 917 0
2468 -719 -1740 0
834 2489 1284 0
-1844 -1229 1477 0
1575 2591 -2978 0
-1788 2850 2701 0
1764 -845 1467 0
-35 2752 -200 0
650 1787 1394 0
1575 -27 1198 0
245 2120 1642 0
-1592 922 -815 0
1573 -697 -882 0
-2367 -12 1935 0
1114 2208 36 0
2570 -230 2503 0
1367 401 1336 0
-1516 -2922 2670 0
2806 -1364 2276 0
-1075 188 1920 0
-1091 241 -903 0
1826 2090 -1757 0
1599 -1046 -1072 0
2497 974 951 0
1147 2958 630 0
1080 1515 2847 0
2281 -1987 2645 0
457 341 1044 0
1865 1855 780 0
-2642 2508 -552 0
582 830 857 0
2960 384 1286 0
172 2686 628 0
2378 -272 -2905 0
1908 1091 2642 0
729 2819 -2239 0
1004 -240 -2530 0
-1946 1872 -2126 0
-1715 1269 -110 0
2288 414 2334 0
2785 2531 2393 0
1769 2767 1640 0
1655 2956 -2758 0
2623 291 559 0
-2211 -1301 1440 0
1245 -1254 2099 0
2432 -1073 486 0
1420 2813 1182 0
2415 977 1613 0
-2046 251 -1035 0
-2577 -1147 876 0
1114 1784 -2126 0
128 -2661 -947 0
-133 1885 2341 0
304 1968 -1903 0
-1788 609 -1167 0
919 2830 2085 0
2517 -1330 -1016 0
484 -874 -1258 0
-2466 1112 1444 0
-2451 -2756 554 0
-1586 1603 2693 0
229 1372 -2463 0
2435 490 2574 0
1489 -2509 -109 0
2424 907 1665 0
1638 2332 2177 0
1593 2535 2541 0
-931 369 -2572 0
-477 -1802 2030 0
-452 -944 1980 0
45 -2073 -1836 0
1003 1277 2369 0
2943 2324 755 0
1759 779 173 0
-2344 -1594 1554 0
2225 1066 2565 0
-515 2739 2897 0
-1299 -478 973 0
-1570 382 -294 0
1127 1250 1859 0
2411 -2485 -2254 0
2422 -1389 1378 0
-2428 1979 2853 0
-1092 1253 2791 0
1290 533 2137 0
935 2160 2353 0
1456 1866 1359 0
882 1251 2465 0
-2678 -1721 1418 0
715 299 -2338 0
-701 1036 -1332 0
2788 2241 2442 0
1508 1900 2325 0
1001 781 -66 0
913 199 -68 0
554 -855 -956 0
-669 -504 2154 0
1296 -180 -1946 0
979 2697 1497 0
-768 1929 1373 0
2535 -195 241 0
865 -370 -152 0
1803 -20 -985 0
1324 611 -2312 0
1429 2694 -1463 0
881 2543 2438 0
2373 2913 1311 0
1065 -1737 -439 0
-1657 714 1619 0
-2210 326 1031 0
1091 -1340 -2641 0
1302 -380 -2318 0
-1391 1283 -2624 0
1345 -2278 478 0
-983 1941 -1624 0
2022 -2490 1918 0
-966 1012 2410 0
463 2143 -2999 0
313 1996 8 0
1651 542 565 0
640 -2313 -862 0
199 673 505 0
-2519 -1745 1503 0
1867 29 2464 0
1281 -222 -2916 0
-39 -81 2480 0
1896 2448 271 0
2627 684 1190 0
-1640 -2760 1633 0
-1191 1041 1382 0
1991 -2278 80 0
1888 -2689 987 0
-1434 1552 -571 0
2934 -1461 577 0
1140 -383 -1484 0
123 548 949 0
2111 -1165 -2242 0
971 429 1033 0
1539 -2849 1073 0
-1231 -2386 254 0
-1938 2695 1744 0
2453 1149 -435 0
-2485 2178 478 0
1120 -2900 -1367 0
723 -1685 400 0
769 2258 148 0
113 2678 2922 0
-296 97 2187 0
2671 2938 682 0
12 2844 1435 0
2349 2490 -347 0
951 2447 1207 0
382 45 2659 0
2404 -527 2590 0
-753 2079 -2635 0
71 1433 -859 0
746 2799 -1994 0
939 238 353 0
815 2681 675 0
930 501 1463 0
-1736 1197 -1954 0
831 2476 -1287 0
-660 277 -188 0
1395 -412 80 0
1777 2222 2700 0
-2454 2095 1040 0
326 1448 436 0
1602 -2589 214 0
2410 749 2723 0
1866 2489 2556 0
-2400 30 -1123 0
2622 -1600 -2137 0
-2860 128 -2819 0
-2322 1200 -2698 0
-2618 1304 -380 0
407 1653 169 0
1431 2637 823 0
2379 1976 1324 0
2244 -2536 29 0
1146 -462 -2047 0
477 965 79 0
-2506 432 2205 0
80 2460 2697 0
-628 2284 -442 0
829 1413 1396 0
208 93 -964 0
-1609 -535 836 0
1545 277 2248 0
2991 -851 2063 0
1781 -1209 2751 0
-780 -626 319 0
370 755 88 0
2249 28 2726 0
10 1089 -1151 0
473 -839 -1252 0
-823 2901 370 0
-644 2693 326 0
103 -554 2798 0
343 373 2463 0
-2598 518 -1192 0
55 -799 1688 0
1503 2232 620 0
1790 1858 1955 0
4 656 -1569 0
2718 -872 -374 0
-497 2461 -103 0
-1616 14 789 0
1353 2133 1442 0
-1069 2194 -2101 0
1997 1071 2588 0
-1033 873 1695 0
-1885 2819 -474 0
-2150 1098 766 0
2154 1322 2153 0
-2780 720 -1950 0
2647 2512 1012 0
-1364 2964 2063 0
1964 1955 2091 0
-913 -661 2139 0
707 2469 1422 0
-2148 1993 -2481 0
2078 -130 2815 0
435 2467 1377 0
-1786 -1173 897 0
-1641 2774 -916 0
740 -145 -1202 0
2822 -1129 -2866 0
-363 2249 -2293 0
899 2487 -1577 0
2398 -1939 675 0
2183 -757 2960 0
2723 -2564 -2382 0
270 1116 1931 0
480 181 2377 0
2510 -2561 -2737 0
364 -1813 2457 0
1779 -2847 -562 0
-951 1087 -48 0
2803 1649 347 0
2437 1022 2837 0
-634 880 -1300 0
-2254 2897 963 0
280 -51 -849 0
957 2007 -2646 0
-1369 184 -311 0
-2543 1037 2226 0
858 1627 -118 0
-298 1500 -397 0
-1214 -1794 2465 0
2427 2447 251 0
-2399 2620 -1883 0
2974 2205 2766 0
-1553 103 -2640 0
-1555 425 853 0
881 1672 -2849 0
1481 1594 2324 0
1706 303 -20 0
847 947 -882 0
2093 2029 885 0
580 -1795 84 0
-865 2117 -2447 0
456 -2725 980 0
2559 -563 92 0
1063 -2646 1441 0
1610 -496 2802 0
706 -2451 -1201 0
1738 1839 -25 0
1212 327 959 0
19 2084 509 0
357 -926 -350 0
-2239 109 1273 0
1119 1804 2669 0
2726 2859 1642 0
2786 637 2216 0
-721 2833 -1208 0
1808 6 370 0
-485 -2671 520 0
1170 1539 -1854 0
-1577 1662 -2084 0
2985 -1485 -2678 0
-915 2961 2957 0
977 -1149 -2419 0
-1228 851 -2985 0
1726 -2873 1058 0
2970 1821 1564 0
627 2937 2242 0
1348 408 2615 0
2077 197 1345 0
-589 2853 -2266 0
851 96 2141 0
1965 -1674 -468 0
-428 2632 -1703 0
-983 1670 437 0
2264 790 1470 0
2751 703 1068 0
1281 -2427 -2696 0
914 -209 -742 0
258 2656 -1277 0
597 -1697 740 0
144 -1281 2445 0
1622 99 1419 0
-1293 1952 -1629 0
2564 -2884 -1740 0
239 926 1395 0
573 2778 1513 0
678 548 1366 0
961 2634 98 0
858 1027 1536 0
2850 -759 810 0
-2020 1988 2290 0
-2242 314 -2462 0
-277 1388 843 0
-2856 -1095 1771 0
-1917 -119 2001 0
-2697 2093 1810 0
211 1540 2314 0
124 -1577 869 0
1231 680 2676 0
436 1154 -2681 0
1523 367 826 0
-931 -825 2010 0
1829 2451 -1757 0
1639 2858 2489 0
1037 1154 2121 0
-439 -2998 2604 0
-1336 -852 1920 0
1840 2537 2473 0
-417 793 2285 0
-24 1895 -121 0
1961 498 -1404 0
592 -2987 -600 0
663 2 -784 0
298 1059 745 0
744 1541 2001 0
889 2952 536 0
2762 1758 2518 0
773 -1952 2735 0
1124 1627 2603 0
2230 2762 1376 0
-842 2608 1166 0
815 2585 780 0
1615 -1261 1175 0
708 -789 -1641 0
-534 419 -2567 0
-2342 -2906 1134 0
-737 -206 2989 0
-1691 1951 54 0
-49 -841 2808 0
1537 1107 1016 0
173 -1707 -1262 0
1927 2370 2461 0
2520 -361 -211 0
109 2650 2812 0
2168 60 1216 0
-1102 1018 88 0
301 849 1344 0
-2191 -100 2059 0
-1400 1527 2956 0
862 2066 105 0
1997 727 2669 0
1929 -2011 2180 0
-1296 101 2131 0
952 2538 -2122 0
2982 -390 -2032 0
-343 -2908 1223 0
315 2617 2518 0
342 2212 -2252 0
-630 -207 2736 0
1646 -2550 398 0
1616 -760 2318 0
2145 488 583 0
-407 1248 1066 0
1043 -2551 441 0
1629 -448 -1154 0
-1923 1731 776 0
-1436 864 -2450 0
-797 1997 1295 0
664 -2827 2056 0
147 2810 651 0
-1856 -588 1158 0
1962 -1145 -2224 0
2717 -1424 -2949 0
-626 2327 -2132 0
1498 534 731 0
2363 2091 -1261 0
-1835 251 462 0
1274 655 -2240 0
-2166 2826 813 0
54 -291 1790 0
-2341 1522 -2983 0
-2573 2384 -960 0
247 93 2818 0
724 2502 1968 0
931 1679 -2158 0
1118 -22 2092 0
-2142 915 1225 0
319 145 1224 0
528 -2180 -1638 0
2747 -2118 1453 0
2148 918 811 0
1045 1510 601 0
-1755 2104 -1803 0
1324 -2933 1416 0
1376 -2643 912 0
1971 2524 120 0
1315 -898 -208 0
344 1219 2280 0
2211 492 1956 0
464 -1448 293 0
2690 2301 2009 0
-226 87 2100 0
1026 1588 1188 0
1990 1407 827 0
294 160 1843 0
2081 1139 2614 0
620 2448 -230 0
-534 2945 1622 0
2520 -583 -365 0
